	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
net1_cond23	0.0625119	0.17504	0.4810284	0.1341778	0.4001128	0.4075511	0.651546	0.6387273	0.5852012	0.3823707	0.2554633	0.2125945	0.1922677	0.0486902	0.4093248	0.4628877	0.1426673	0.5663545	0.3313696	0.4895351	0.1569381	0.6161376	0.1312777	0.0459644	0.5978602	0.5651744	0.5881323	0.6847461	0.6868857	0.2676788	0.0042139	0.1460506	0.3915075	0.456859	0.5899063	0.6211983	0.6930573	0.1826131	0.3711949	0.616047	0.1699099	0.3713274	0.1313107	0.1246742	0.0711221	0.0584085	0.0205545	0.7263499	0.1719964	0.0009167	0.1725966	0.5774929	1.1e-06	0.0337669	0.4563916	0.0910058	0.4885463	0.1843541	0.7556853	0.0640691	0.0450416	0.5497658	0.3851236	0.6537631	0.0367243	0.0421929	0.2592915	0.1208009	0.1163518	0.0529877	0.5173848	0.2713877	0.0360362	0.2474297	0.6572501	0.1035975	0.51769	0.3699914	0.5335049	0.5093852	0.4724961	0.7235064	0.2289552	0.1154983	0.0135416	0.461326	0.0878811	0.592989	0.0245771	0.3719546	0.2901622	0.2831025	0.174941	0.0666709	0.6714866	0.3416695	0.5900905	0.3108648	0.0656539	0.7917142
net1_cond24	0.4332528	0.238146	0.0326654	0.1287743	0.4087582	0.4464518	0.5661387	0.5246967	0.5794337	0.3395636	0.3184647	0.1620481	0.2832231	0.0695294	0.3190063	0.5550944	0.1137097	0.5411608	0.4766384	0.1326067	0.0481299	0.559861	0.1263886	0.0165458	0.5240014	0.6177817	0.3577275	0.540566	0.4954237	0.3129109	0.0269195	0.0454372	0.3387151	0.5241794	0.5999231	0.44289	0.4369486	0.5048138	0.6263919	0.6782759	0.1995954	0.0165172	0.0166135	0.3128598	0.3308451	0.0726057	0.143069	0.5182947	0.0571405	0.0100984	0.6013402	0.6270094	0.0011237	0.0352126	0.4253469	0.1925467	0.403882	0.2147679	0.6422251	0.0844631	0.0309852	0.6163584	0.3954638	0.5773506	0.0790443	0.0623218	0.2656593	0.1021554	0.1599844	0.0309169	0.5079691	0.2894773	0.1107678	0.5212994	0.5704109	0.0001228	0.4433138	0.1755808	0.0828871	0.5410348	0.59363	0.6048693	0.0630938	0.003967	0.0037523	0.6683769	0.0109209	0.0796731	0.1866273	0.5502824	0.0823654	0.6136439	0.0531979	0.0199333	0.5421902	0.3942493	0.3501782	0.3545314	0.0068758	0.5992839
net1_cond25	0.0942856	0.2719416	0.2723351	0.1308188	0.2912622	0.2317924	0.5213873	0.4450724	0.5691435	0.368794	0.0759153	0.3379695	0.1528157	0.06238	0.5899822	0.4763144	0.1618395	0.6838171	0.411927	0.3470162	0.0318654	0.6609508	0.1714848	0.0461937	0.5591604	0.6696179	0.46592	0.0940512	0.506354	0.3383952	0.0107583	0.024505	0.0752835	0.6533372	0.6325663	0.5689976	0.7879114	0.5471985	0.5606407	0.716751	0.0443215	0.0060064	0.2462778	0.1054809	0.5621203	0.0902917	0.0352109	0.5982065	0.1296623	0.0069075	0.3703197	0.7106495	0.0239991	0.0414142	0.2828904	0.1900206	0.3507261	0.3951496	0.4662453	0.004428	0.1505847	0.4593597	0.3053544	0.6536832	0.2777796	0.0178966	6.91e-05	0.1546032	0.1635615	0.0454612	0.54869	0.1614678	0.3207327	0.126776	0.3908192	0.0883635	0.1675593	0.1629472	0.3531483	0.0058037	0.4961224	0.666221	0.1966957	0.0035492	0.0075372	0.6140135	0.0256302	0.0543454	0.2160741	0.4366962	0.3658553	0.5515466	0.3649737	1.03e-05	0.473331	0.3751682	0.2266719	0.2342787	0.0098615	0.554658
net1_cond26	0.5414317	0.3842291	0.2162287	0.0242137	0.5478052	0.5698865	0.3350466	0.5513156	0.5575977	0.465733	0.0014288	0.3351049	0.4902761	0.0486841	0.2709099	0.0	0.6866701	0.5524503	0.4520252	0.5977358	0.2437871	0.6852603	0.1384953	0.0002219	0.5365536	0.6401069	0.1963644	0.6076183	0.5518443	0.1843932	0.0170848	0.0052465	0.2058957	0.7597683	0.4787314	0.4759268	0.6302405	0.128874	0.5447756	0.6116616	0.1992419	0.0118036	0.0354416	0.0460553	0.3354396	0.1467058	0.0707129	0.5421731	0.0883762	0.0001206	0.624365	0.6579017	0.000246	0.0396716	0.5473946	0.2641973	0.4802751	0.0945922	0.7030081	0.0287114	0.0633005	0.1750605	0.4612335	0.6328608	0.1183121	0.1080116	0.2136268	0.2324533	0.0846978	0.3300479	0.5586577	0.3313393	0.2853804	0.4907887	0.556162	0.0132008	0.398818	0.4268367	0.4128597	0.5099426	0.0858566	0.0980665	0.2956484	0.0101645	0.0058267	0.6373619	0.3003755	0.0	0.0634691	0.5539487	0.3065133	0.6695218	0.0004846	0.0037726	0.6636889	0.1334498	0.4260627	0.3392564	0.0548912	0.579799
net1_cond27	0.4701047	0.2253688	0.4720344	0.0633764	0.308967	0.564311	0.3382894	0.5226089	0.5330824	0.2387358	0.0697204	0.3557025	0.1503906	0.029505	0.4599342	0.7392197	0.1233359	0.5717453	0.2955375	0.3355271	0.1038861	0.579179	0.2257393	0.0548542	0.6080511	0.7334474	0.3727696	0.1980827	0.4154477	0.3186965	0.0368618	0.0072621	0.1499869	0.5740875	0.6173408	0.4792057	0.3718631	0.5715754	0.5110686	0.6679488	0.2816675	0.2369008	0.202438	0.1641209	0.2629427	0.1036367	0.29277	0.7241211	0.2123188	0.0167273	0.346694	0.7044845	0.040339	0.0333502	0.5016241	0.1588864	0.4919576	0.0254822	0.5754757	0.0735402	0.1469072	0.5947362	0.4864978	0.5006543	0.1338514	0.0186064	0.2264549	0.0809097	0.1371807	0.1793887	0.5498771	0.1567988	0.0476767	0.3884734	0.6240143	0.339849	0.324484	0.1639586	0.5123076	0.0898272	0.5658765	0.6217876	0.0292401	0.0138278	0.000296	0.555853	0.1274493	0.7086869	0.5774413	0.4344972	0.1268522	0.549322	0.00106	2.4e-05	0.4278316	0.3648497	0.2503526	0.2126	0.0422254	0.4873534
net1_cond28	0.5103125	0.3031999	0.4326519	0.0389003	0.1287331	0.2821547	0.7430321	0.4644838	0.6351708	0.3603027	0.2707867	0.3898777	0.1389875	0.0176095	0.4357105	0.5918298	0.4967769	0.7649518	0.3426659	0.150352	0.1779803	0.6145162	0.3583055	0.006308	0.6137423	0.3055093	0.4238596	0.6857961	0.5331186	0.3507368	0.0061533	0.0845494	0.4963955	0.5183698	0.6267576	0.5582437	0.6187576	0.1436616	0.5969658	0.6205307	0.0591828	0.0552825	0.0012984	0.1248996	0.1957089	0.0818783	0.2000197	0.6842844	0.1665337	0.0120562	0.2259141	0.6237213	0.0001176	0.0579801	0.3527024	0.154819	0.1374967	0.0208368	0.3699329	0.0941288	0.0906157	0.5727303	0.4876224	0.568481	0.0392205	0.037771	0.0007571	0.1908229	0.2066133	0.1581475	0.4646821	0.2108269	0.1599059	0.074327	0.7725396	0.0003397	0.6108087	0.2697487	0.6980844	0.4541673	0.6692231	0.5723677	0.1537064	0.0330445	0.0114717	0.6786537	0.2439441	0.193371	0.0896751	0.3562563	0.3281814	0.3513099	0.005226	0.0940775	0.6194649	0.0915737	0.5077688	0.624404	0.0351087	0.5537712
net1_cond29	0.1140267	0.3967747	0.443304	0.0569302	0.4262922	0.489311	0.429924	0.4706399	0.5191757	0.6429977	0.0063156	0.3831799	0.4412238	0.0387473	0.260483	0.5645485	0.1881002	0.6327073	0.2796271	0.3027967	0.0090664	0.3605652	0.2185399	0.0496353	0.6342737	0.5857647	0.411958	0.4332773	0.4899197	0.3583973	0.0028712	0.0557408	0.2349026	0.4516891	0.7230214	0.6006287	0.6663504	0.5626129	0.4232409	0.5101675	0.2640412	0.0014326	0.1636735	0.3765071	0.2426134	0.1037751	0.0001475	0.670519	0.0793733	0.0093444	0.4402474	0.6464108	0.01167	0.0084072	0.5296728	0.1247487	0.6563025	0.1025824	0.7431073	0.005219	0.1051501	0.6657845	0.469058	0.707676	0.0568307	0.0317252	0.1415655	0.1442395	0.1790091	0.4057247	0.5401588	0.3274951	0.2587648	0.4081993	0.7601596	0.2048426	0.3144104	0.220086	0.6770125	0.3853075	0.5164076	0.5723826	0.3107844	0.0075974	0.0016286	0.5716076	0.0008786	0.048049	0.0465298	0.2281188	0.3739965	0.7809498	0.4318854	0.0285503	0.4323738	0.2104726	0.3340994	0.2055782	0.0204295	0.6490456
net1_cond30	0.0897432	0.5558655	0.4132938	0.0042231	0.3264022	0.2710592	0.6519907	0.7109506	0.594307	0.5570052	0.1196819	0.0283115	0.4702581	0.3575026	0.0021171	0.6351654	0.4782542	0.1399688	0.367753	0.4804209	0.0379847	0.1953395	0.2178062	0.0240862	0.5722472	0.6262617	0.5797476	0.3799437	0.4158093	0.2574781	0.0101303	0.0346618	0.1483363	0.695222	0.4394639	0.2703041	0.6954636	0.1568421	0.6361783	0.4018285	0.2028315	0.0627008	0.01996	0.385649	0.361639	0.0854405	0.012714	0.5350238	0.185019	0.0094437	0.2249638	0.2824358	0.0130211	0.1237947	0.4290977	0.3944027	0.7673601	0.0038031	0.6410789	0.0511571	0.0408935	0.532332	0.3511263	0.5748433	0.203364	0.0680419	0.079078	0.1602779	0.1582957	0.1891233	0.6061998	0.2102505	0.4534156	0.0256405	0.6130793	0.5912315	0.3467333	0.0136235	0.5892024	0.4071861	0.4982083	0.5877887	0.4319339	0.0041484	0.0039618	0.6431417	0.0001301	0.4049968	0.0341321	0.1700873	0.261667	0.6671346	0.2835579	0.0097955	0.533682	0.6713944	0.4677539	0.1416027	0.0196188	0.6152566
net1_cond31	0.1065077	0.2993271	0.4545253	0.1581468	0.376522	0.4915172	0.5459722	0.5394861	0.6015561	0.3617143	0.268409	0.2352058	0.3579968	0.026065	0.4921026	0.4648198	0.2211923	0.5813647	0.2759148	0.3471081	0.0133314	0.627393	0.2066406	0.0219787	0.5300901	0.5502139	0.5682773	0.3688954	0.4668655	0.3024611	0.0302468	0.0120066	0.2454721	0.5802836	0.6141734	0.5589776	0.4825579	0.4350042	0.477463	0.5766249	0.1429959	0.1982184	0.0122725	0.1264703	0.4235863	0.1037754	0.0951292	0.4905287	0.0884686	0.0138534	0.3692976	0.6593496	0.0001427	0.008492	0.4691248	0.1321111	0.4262691	0.0036008	0.590436	0.0027424	0.0444935	0.5690334	0.2157274	0.6787072	0.109841	0.0938466	0.2369213	0.0893948	0.098547	0.0838832	0.5047598	0.353577	0.2919793	0.2511593	0.5746249	0.0102228	0.4968392	0.1367922	0.571227	0.5126812	0.6424818	0.51912	0.3752642	0.034162	0.0068026	0.7567827	0.0034772	0.1114526	0.0668808	0.2607299	0.3605438	0.4812318	0.309679	0.0022901	0.6905587	0.1193511	0.3756922	0.402214	0.0005659	0.7089199
net1_cond32	0.2042319	0.2016065	0.3936627	0.1156318	0.2790852	0.390673	0.5973192	0.2108314	0.6205041	0.3633219	0.3897003	0.5374924	0.3062234	0.0607495	0.3696576	0.7490503	0.1320126	0.5192886	0.4148319	0.3477671	0.3314179	0.6419219	0.1433008	0.0018762	0.6289507	0.6021573	0.3689786	0.5965546	0.4663392	0.1617982	0.007541	0.0242255	0.2209594	0.5761763	0.4341312	0.6072817	0.4902684	0.2228914	0.5678866	0.6241415	0.1063426	0.2753549	0.0311301	0.361787	0.2256816	0.1228578	0.2149035	0.5677479	0.0071912	0.0011661	0.369734	0.5946479	0.0087105	0.0132285	0.3701752	0.0297951	0.3440535	0.0005137	0.4584603	0.0693578	0.1110474	0.6653081	0.5235563	0.5681614	0.1195802	0.1065695	0.1253189	0.1416179	0.1445982	0.1850571	0.5840528	0.2905635	0.1816139	0.1123496	0.3550089	1.44e-05	0.3972747	0.1168722	0.6557015	0.4998841	0.6356596	0.5408664	0.2879062	0.0138205	0.0023568	0.5420761	0.0067818	0.2460286	0.1230436	0.3614969	0.1708061	0.4969484	0.0068398	0.000423	0.6081699	0.3532335	0.41077	0.3234982	0.0411081	0.6822405
net1_cond33	0.3096647	0.2444387	0.4663407	0.1846833	0.3752954	0.3246088	0.7008934	0.5230382	0.5261225	0.1960701	0.1234545	0.3612447	0.1496294	0.0276058	0.490385	0.6748777	0.3081269	0.5950632	0.2379053	0.4306551	0.0098049	0.6200756	0.1827249	0.0010428	0.6567394	0.5155875	0.3466507	0.3936942	0.5467672	0.5497165	0.0370297	0.1326643	0.180788	0.6423721	0.6531449	0.5418532	0.6061057	0.3312949	0.3311455	0.595464	0.0803312	0.25265	0.3396115	0.4575177	0.2690485	0.0856242	0.1974163	0.6066598	0.1461069	0.0413616	0.3895358	0.6522053	0.0142512	0.0135827	0.4295369	0.1315327	0.3666348	0.397602	0.3180487	0.1270762	0.0406677	0.6014288	0.3254191	0.5178924	0.2067466	0.1052793	0.2350049	0.1507779	0.2551816	0.087866	0.59724	0.2487729	0.0718001	0.5500324	0.6100167	8.21e-05	0.3328036	0.3327372	0.5654271	0.3041122	0.3711916	0.4566123	0.3065408	0.1409438	0.0449886	0.5701283	0.1634232	0.0886013	0.1274875	0.2901663	0.1652068	0.2912182	0.0011984	0.1776092	0.5111746	0.4996038	0.6626028	0.45084	0.0847404	0.5515864
net1_cond34	0.2883057	0.1813133	0.4756835	0.1773805	0.5361678	0.2626581	0.5121095	0.416999	0.6771368	0.499584	0.1840813	0.4740864	0.290705	0.0318611	0.4166858	0.645378	0.0924919	0.6888366	0.0431872	0.0865482	0.1792761	0.7705217	0.1889272	0.0287077	0.5792221	0.5836503	0.2774457	0.6190487	0.7009232	0.3774676	0.0104899	0.0627779	0.4425603	0.5686399	0.3737757	0.5786776	0.5142538	0.152589	0.665291	0.7161949	0.0714101	0.0622613	0.0040526	0.0714816	0.1420443	0.1202371	0.1400491	0.6200177	0.1764162	0.0119802	0.266468	0.5880952	3e-07	0.0108571	0.3703147	0.0583115	0.5003127	0.0027888	0.6317988	0.0192024	0.1400138	0.518914	0.0491831	0.5724143	0.024738	0.07913	0.1546193	0.1756585	0.0957515	0.0645873	0.5621829	0.303691	0.1719452	0.2358982	0.560656	4.93e-05	0.6426659	0.2039763	0.57109	0.6338509	0.5022157	0.2587121	0.2683322	0.1557397	0.0224785	0.6144367	0.2404636	0.0883369	0.035294	0.457652	0.4214246	0.3241584	0.016447	0.0750055	0.5429878	0.4368119	0.5004774	0.3537433	0.0606737	0.4639868
net1_cond35	0.3522176	0.3329359	0.2713054	0.1216295	0.3550644	0.4512062	0.5830806	0.4195684	0.6109931	0.3892205	0.210834	0.1720652	0.451244	0.05272	0.2881028	0.2959672	0.3085381	0.5777199	0.3816296	0.4441839	0.1110546	0.5905625	0.1749545	0.0381658	0.5702457	0.5473663	0.5777948	0.5331475	0.4631043	0.33989	0.0307004	0.0318596	0.1776852	0.4359837	0.6252951	0.5577216	0.7654603	0.5769538	0.5117158	0.5018598	0.3733705	0.3337053	0.020508	0.0128832	0.175214	0.0884587	0.0030124	0.5917166	0.1795811	0.0002305	0.2836751	0.5209317	0.0267778	0.0474739	0.471866	0.1856628	0.4804271	0.0225483	0.5592525	0.0053916	0.1070036	0.4132817	0.2910948	0.6494982	0.0310998	0.0191531	0.2772952	0.1870951	0.0914625	0.0298104	0.5883911	0.1896006	0.0162815	0.2032863	0.6543649	0.0003046	0.3620487	0.1031781	0.4326358	0.5110887	0.5086967	0.3793123	0.1893333	0.0249737	0.0137378	0.5378541	0.0095333	0.6443238	0.5567618	0.539275	0.3454481	0.4921321	0.0196859	0.0124925	0.492759	0.3584414	0.6441798	0.296334	0.0072304	0.5249577
net1_cond36	0.409131	0.2475156	0.3611242	0.1421952	0.3315811	0.4690037	0.7006631	0.5661725	0.6375721	0.5581678	0.1156821	0.1368472	0.2125674	0.0338347	0.5414565	0.7395776	0.1709457	0.634501	0.2192242	0.2036401	0.1354469	0.5867347	0.2271607	0.0530857	0.6135487	0.6015496	0.4860203	0.6621646	0.633037	0.1918588	0.0220503	0.091835	0.1251077	0.6035283	0.5918425	0.6423639	0.6220809	0.4359549	0.5755912	0.6447947	0.3117904	0.0766737	0.2975099	0.0827	0.3034551	0.0676012	0.1810296	0.5284909	0.0020335	0.0002196	0.3520705	0.7640957	0.0004081	0.0063056	0.5062541	0.0221218	0.4316835	0.0125524	0.6493927	0.0335172	0.1451917	0.4518974	0.3782907	0.6379678	0.0	0.0836258	0.2764203	0.0761157	0.0669075	0.2049228	0.5938406	0.2359057	0.4692529	0.169989	0.6479047	0.2113037	0.0985607	0.0766002	0.5348066	0.5454329	0.3712563	0.5318128	0.0694874	0.0130619	0.0106882	0.5577025	0.3532019	0.0920358	0.4156945	0.3091908	0.1059036	0.5194	0.2693559	0.0328798	0.452073	0.2494188	0.4862202	0.4408854	0.0032775	0.5875772
net1_cond37	0.3208669	0.353647	0.4100779	0.0921996	0.4314814	0.1544464	0.7641669	0.4618579	0.6191263	0.4546148	0.0821805	0.2137764	0.107881	0.0695392	0.2368679	0.6494974	0.2257217	0.6104088	0.0673684	0.4914731	0.1086849	0.4194373	0.2027347	0.039755	0.6231712	0.5550693	0.3637264	0.4803428	0.4946418	0.1378152	0.0139624	0.0168616	0.2459587	0.5805512	0.7179214	0.643384	0.6175206	0.1973644	0.6583224	0.6730003	0.1257207	0.1506508	0.1423809	0.5517673	0.344377	0.0993431	0.3204059	0.5848301	0.1210648	0.0009415	0.4801282	0.5607285	0.0287923	0.012759	0.3314416	0.1280191	0.4151607	0.0890007	0.5937625	0.0293241	0.1227391	0.5996228	0.3592187	0.5585539	0.1077271	0.1046435	0.0612568	0.1724298	0.1283211	0.0685557	0.5379438	0.2405632	0.049701	0.2878782	0.6637537	0.0006452	0.4332677	0.0751057	0.4685765	0.3822732	0.4671041	0.4326893	0.17912	0.0113444	0.0021514	0.6810487	0.1589352	0.0815056	0.0408529	0.3531268	0.322349	0.6000079	0.1568356	0.0168712	0.4766462	0.1216262	0.4585533	0.2042866	0.0297647	0.4328169
net1_cond38	0.3457884	0.1443058	0.20213	0.1279333	0.5766726	0.4225201	0.4591814	0.1358021	0.5097852	0.3166851	0.0771322	0.4380781	0.2685561	0.0990938	0.5827114	0.5605732	0.2056493	0.7141808	0.598691	0.5727166	0.0485493	0.5845727	0.1966628	0.0417584	0.5815654	0.5566959	0.5557972	0.6414031	0.4460058	0.3996937	0.034839	0.0444722	0.1231811	0.5374028	0.5115612	0.5173746	0.6646336	0.6307799	0.6282197	0.6428962	0.1746746	0.0084987	0.0089091	0.3976335	0.2727164	0.0808894	0.4661676	0.5686934	0.0400135	0.002188	0.4032824	0.6189282	1.2e-06	0.0077684	0.5871947	0.1817433	0.478092	0.3973545	0.5751783	0.0575412	0.105636	0.4032648	0.3775427	0.6565538	0.2694746	0.0890485	0.2542972	0.2266749	0.1286972	0.1360054	0.6018476	0.1710129	0.1176068	0.0716185	0.5969346	0.4210806	0.1937042	0.061773	0.3664628	0.492059	0.3557595	0.5701223	0.3948849	0.0047203	0.0012608	0.4820963	0.004158	0.3428027	0.2329901	0.3146586	0.241875	0.5948438	0.0673153	0.0160173	0.4272354	0.3458824	0.2752143	0.3643737	0.0013213	0.4801786
net1_cond39	0.2814718	0.2468824	0.4480592	0.1307274	0.3144826	0.4139114	0.4475843	0.2849714	0.7738182	0.3135245	0.3723887	0.3866556	0.1114987	0.1140177	0.3606077	0.5596656	0.1556899	0.6558956	0.3340527	0.5480714	0.1285883	0.7364067	0.1787203	0.0001555	0.6166354	0.4284463	0.3071761	0.6148292	0.5621055	0.1974941	0.0054269	0.0512251	0.4845751	0.5190745	0.2501545	0.6025314	0.4663555	0.3725726	0.6398722	0.6219602	0.1643184	0.1552885	0.2592357	0.0138051	0.3618992	0.0612028	0.0070376	0.5484029	0.1615581	0.0002861	0.4159416	0.6272172	0.012969	0.0639479	0.4779534	0.2381306	0.4016499	0.001047	0.5571794	0.0504188	0.0673763	0.4861748	0.2029082	0.5851058	0.0430585	0.0755326	6.2e-05	0.1332789	0.1448906	0.0886158	0.5490279	0.2381926	0.3395155	0.0643657	0.6223453	0.0151117	0.4578718	0.0750834	0.557781	0.4527749	0.5902574	0.4190772	0.3401915	0.0099754	0.0054959	0.6114325	0.0002614	0.4585302	0.302808	0.2300601	0.2508988	0.5806991	0.0080129	0.0327447	0.5272822	0.1909383	0.3229277	0.6007912	0.0275844	0.5492652
net1_cond40	0.1800416	0.190228	0.4921875	0.1194215	0.5167511	0.4355455	0.6489057	0.3082494	0.5470875	0.3845157	0.3317395	0.6091723	0.3544967	0.084903	0.3477225	0.6604714	0.108022	0.6357615	0.5804666	0.3013049	0.1610879	0.6219121	0.2031175	0.0395969	0.582148	0.4297649	0.298688	0.4454853	0.5367516	0.3190592	0.0121715	0.0314868	0.0772057	0.5330928	0.6567698	0.552851	0.5110585	0.3917461	0.7383793	0.5634729	0.2515071	0.0047273	0.352852	0.3025665	0.1988883	0.0691128	0.3383159	0.5056913	0.0137457	0.026142	0.5572143	0.6432046	2.02e-05	0.0462277	0.544786	0.1160512	0.5163759	0.1966663	0.5597559	0.0634621	0.1186129	0.6417339	0.2107148	0.5614871	0.3343473	0.0409039	4.25e-05	0.1491811	0.0491912	0.0174602	0.4993039	0.2120366	0.1328285	0.097498	0.411876	0.0004235	0.0746308	0.1121824	0.6287922	0.2087972	0.5654457	0.2422995	0.2713638	0.0044918	0.0067866	0.7110605	0.0039618	0.0763515	0.2373906	0.1319322	0.2811502	0.715048	0.0053862	0.0078544	0.4124641	0.1350952	0.2665661	0.5217297	0.0200918	0.3853725
net1_cond41	0.4435109	0.2270482	0.360368	0.0074771	0.4738684	0.2409788	0.702582	0.1851856	0.5416274	0.3704245	0.2182194	0.6685438	0.3272055	0.037759	0.4113867	0.4165235	0.0914262	0.5596992	0.2939364	0.6130275	0.0241977	0.662108	0.127221	0.0347913	0.590561	0.5996796	0.2244295	0.5522119	0.4835649	0.3868709	0.0052273	0.0143846	0.4349047	0.5613442	0.4851897	0.5172211	0.6229606	0.3144423	0.6061886	0.5687421	0.0918643	0.046431	0.2969483	0.3127208	0.2571509	0.1165251	0.1079039	0.5986852	0.0425451	0.0241666	0.3518067	0.6717141	0.0012598	0.0489943	0.3067389	0.1780487	0.5629618	0.4610176	0.5715363	0.0444061	0.098883	0.5447092	0.179979	0.610858	0.0445257	0.0212711	0.2222401	0.0558139	0.1312381	0.1722821	0.6089903	0.1954212	0.0269412	0.1755548	0.6578828	0.2975304	0.5220592	0.2789552	0.6915864	0.5349668	0.5884598	0.3371762	0.2450159	3.01e-05	0.000533	0.541594	0.0011452	0.2488817	0.0175452	0.3876216	0.3026977	0.6026251	0.0008087	0.0241527	0.3747137	0.22542	0.5377859	0.2740598	0.017558	0.4431016
net1_cond42	0.2848042	0.2854201	0.4838756	0.1247541	0.3606889	0.3859141	0.6016981	0.5973618	0.568853	0.3851047	0.071159	0.2066583	0.2390744	0.0638798	0.3819126	0.6616103	0.2244789	0.6748917	0.1137203	0.2936303	0.0642804	0.5705624	0.4505091	0.0096086	0.5405953	0.5661256	0.362949	0.3437974	0.7204034	0.4202162	0.0025339	0.0446575	0.3066756	0.5813122	0.6913116	0.4493719	0.6086549	0.515143	0.6764657	0.6429378	0.1021274	0.0068866	0.3449633	0.0291918	0.161972	0.1459339	0.0093308	0.669478	0.1327717	0.0062841	0.4324848	0.6059039	0.0004397	0.0161185	0.4453512	0.0327026	0.2974653	0.0883943	0.2763448	0.005753	0.154377	0.6015305	0.4601199	0.6096978	0.0754225	0.1142376	0.0849911	0.1529855	0.2935483	0.0988686	0.4073352	0.1293345	0.3412771	0.3444459	0.206252	0.1859958	0.3891826	0.1136268	0.7593057	0.6075701	0.502329	0.6356165	0.3106284	0.0110367	0.0015023	0.2832831	0.0011597	0.6159892	0.0536722	0.3219527	0.2655466	0.7609384	0.2595415	0.0001099	0.4552468	0.09232	0.5674639	0.2696988	0.0230865	0.3924952
net1_cond43	0.4705973	0.2107028	0.4287032	0.0218865	0.4299117	0.4603868	0.6429817	0.066295	0.59389	0.4809223	0.0201105	0.5821138	0.079971	0.0782518	0.4674139	0.3593801	0.3098342	0.6032252	0.689762	0.3388253	0.0113854	0.599973	0.2571983	0.0299189	0.6005448	0.5452	0.4021008	0.4015808	0.554818	0.0874745	0.0018857	0.0512282	0.2044182	0.6156982	0.3943851	0.6900228	0.5393572	0.2793517	0.6778011	0.5841736	0.1679287	0.0282615	0.0829177	0.3059107	0.1633012	0.0907869	0.2827128	0.584885	0.1822156	0.0222473	0.1471762	0.5678156	2.4e-06	0.0132233	0.4015673	0.0576232	0.4496725	0.0008858	0.5692624	0.0649108	0.1320124	0.4177462	0.273181	0.5609992	0.1066892	0.0763586	0.1809051	0.1587942	0.1253928	0.287251	0.681112	0.248635	0.0458826	0.4464422	0.6464526	0.0061898	0.326356	0.4857092	0.6106584	0.4136078	0.5857672	0.4854642	0.2363956	0.0423843	0.0040225	0.6112218	0.3471959	0.3074788	0.0137342	0.1762271	0.280671	0.4917604	0.315575	0.0310905	0.3665462	0.2442297	0.6169718	0.3012086	0.0539384	0.4401745
net1_cond44	0.2929836	0.2460721	0.5802493	0.1445658	0.5932891	0.4333035	0.5904437	0.5297977	0.6334271	0.4156937	0.0042365	0.1300424	0.4114241	0.0423172	0.3746707	0.6149542	0.1240625	0.6127281	0.2986679	0.3642154	0.0347469	0.6786367	0.2344852	0.0028966	0.7257526	0.4058736	0.5739182	0.1433212	0.4152163	0.1924917	0.0287042	0.0305628	0.0606168	0.4837245	0.5049678	0.5996825	0.2632954	0.206317	0.4370447	0.7131116	0.4814164	0.108741	0.0434771	0.0737111	0.2380437	0.0410697	0.1140675	0.5918655	0.2232643	0.0275219	0.2926587	0.5331468	0.0281755	0.0197051	0.3910592	0.234192	0.5409378	0.3185854	0.51837	0.0093738	0.1599266	0.5036314	0.3677895	0.5320678	0.1563779	0.1050845	0.000544	0.196357	0.0216292	0.0173794	0.4846234	0.070117	0.2089842	0.3725826	0.6709311	0.076431	0.1288937	0.1394897	0.5919334	0.1831025	0.4706481	0.6409455	0.3237207	0.0050778	0.0051588	0.7007995	0.3545395	0.4045332	0.2688908	0.1951672	0.3229595	0.6146283	0.389096	0.0041355	0.6577823	0.490938	0.2994245	0.119283	0.0053267	0.7700263
